Title,Location,Price per night,Discounted price per night,Price per week,Stars,Number Traveler,Number Room,Number Bed,Number Bathroom,Equipment,url,latitude,longitude,jours reserves,periode reservation
Maison 4/5 p à 50 m de la plage,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",110 € ,,933 €,,5 voyageurs , 2 chambres , 5 lits , 1 salle de bain,"['Accès à la plage', 'Cuisine', 'Wifi', 'Parking gratuit sur place', 'Télévision', 'Lave-linge', 'Réfrigérateur', 'Four à micro-ondes', 'Séjours longue durée autorisés']",https://www.airbnb.fr/rooms/894066788938510922?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264054_aBim%2FAsqXWD4AN8f&previous_page_section_name=1000&federated_search_id=974aeaa6-6899-4172-bce4-f34a891a0a17,46.0814,-1.0946,29,01/06/2024 - 30/09/2024
Charmant gite  proche plage!,"Thairé, Aquitaine-Limousin-Poitou-Charentes, France",40 € ,,295 €,,4 voyageurs , Studio , 2 lits , 1 salle de bain,"['Cuisine', 'Wifi', 'Parking gratuit sur place', 'Animaux acceptés', 'Télévision', 'Lave-linge', 'Dépôt de bagages autorisé', 'Sèche-cheveux', 'Réfrigérateur']",https://www.airbnb.fr/rooms/15908982?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264054_SjV8jFx7e59TnpnD&previous_page_section_name=1000&federated_search_id=974aeaa6-6899-4172-bce4-f34a891a0a17,46.07329,-1.00333,0,01/06/2024 - 30/09/2024
Logement à deux pas de la mer,"Angoulins, Nouvelle-Aquitaine, France",56 € ,,492 €,"5,0 ·",2 voyageurs , 1 chambre , 1 lit , 1 salle de bain,"['Vue sur le jardin', 'Accès plage ou bord de mer\xa0: Public ou partagé', 'Cuisine', 'Wifi', 'Parking gratuit sur place', 'Télévision', 'Climatisation\xa0: système split sans évacuation', 'Réfrigérateur', 'Four à micro-ondes']",https://www.airbnb.fr/rooms/891175090545207326?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264054_qHwJaBygRaE6yzCH&previous_page_section_name=1000&federated_search_id=974aeaa6-6899-4172-bce4-f34a891a0a17,46.10514,-1.10243,0,01/06/2024 - 30/09/2024
Maison Chatelaillonnaise récente avec piscine,"Châtelaillon-Plage, Aquitaine Limousin Poitou-Charentes, France",230 € ,,2 056 €,"4,41 ·",8 voyageurs , 3 chambres , 5 lits , 1 salle de bain,"['Cuisine', 'Wifi', 'Espace de travail dédié', 'Parking gratuit sur place', 'Piscine Privé', 'TV avec abonnement standard au câble', 'Lave-linge', 'Sèche-cheveux', 'Salle de sport']",https://www.airbnb.fr/rooms/5284517?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264054_azy%2BYuGgnWAVSfte&previous_page_section_name=1000&federated_search_id=974aeaa6-6899-4172-bce4-f34a891a0a17,46.07525,-1.07973,0,01/06/2024 - 30/09/2024
Appartement à 200m de la mer,"Yves, Nouvelle-Aquitaine, France",90 € ,,770 €,,4 voyageurs , 1 chambre , 2 lits , 1 salle de bain,"['Accès plage ou bord de mer', 'Cuisine', 'Parking gratuit sur place', 'TV HD', 'Lave-linge', 'Climatisation', 'Dépôt de bagages autorisé', 'Sèche-cheveux', 'Réfrigérateur', 'Four à micro-ondes']",https://www.airbnb.fr/rooms/933949933847126860?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264054_rqk4PPY74839%2Bc%2B9&previous_page_section_name=1000&federated_search_id=974aeaa6-6899-4172-bce4-f34a891a0a17,46.0542,-1.0761,2,01/06/2024 - 30/09/2024
Paradis à 50m de la plage de Chatelaillon-Plage!,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",120 € ,,1 074 €,"4,88 ·",5 voyageurs , 2 chambres , 2 lits , 1 salle de bain,"['Cuisine', 'Wifi', 'Parking gratuit dans la rue', 'Animaux acceptés', 'TV avec abonnement standard au câble', 'Lave-linge', 'Lit parapluie', 'Livres et jouets pour enfants', 'Chaise haute']",https://www.airbnb.fr/rooms/35376055?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264054_WvFHPG0l0Rc8wp4P&previous_page_section_name=1000&federated_search_id=974aeaa6-6899-4172-bce4-f34a891a0a17,46.0757,-1.09198,5,01/06/2024 - 30/09/2024
Studio en duplex 4 personnes,"Yves, Nouvelle-Aquitaine, France",56 € ,,480 €,,4 voyageurs , 1 chambre , 2 lits , 1 salle de bain,"['Accès plage ou bord de mer', 'Cuisine', 'Espace de travail dédié', 'Parking gratuit sur place', 'Animaux acceptés', 'Télévision', 'Lave-linge', 'Patio ou balcon', 'Sèche-cheveux']",https://www.airbnb.fr/rooms/51904470?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264054_J9JRTBdFktZWbrVv&previous_page_section_name=1000&federated_search_id=974aeaa6-6899-4172-bce4-f34a891a0a17,46.0539,-1.0811,0,01/06/2024 - 30/09/2024
MAISON AVEC JARDIN AU CALME,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",55 € ,,495 €,"4,33 ·",5 voyageurs , 1 chambre , 2 lits , 1 salle de bain,"['Accès à la plage', 'Réfrigérateur']",https://www.airbnb.fr/rooms/630810111930423355?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264054_UDLJBJvMTGTtwXVh&previous_page_section_name=1000&federated_search_id=974aeaa6-6899-4172-bce4-f34a891a0a17,46.05662,-1.07996,0,01/06/2024 - 30/09/2024
Maison familiale (8 pers) Chatelaillon classé 3***,"Saint-Vivien, Nouvelle-Aquitaine, France",210 € ,,1 826 €,"4,95 ·",8 voyageurs , 4 chambres , 4 lits , 1 salle de bain,"['Vue sur le jardin', 'Accès plage ou bord de mer', 'Cuisine', 'Wifi', 'Parking gratuit sur place', 'Animaux acceptés', 'TV HD avec Chromecast, Netflix, abonnement standard au câble', 'Lave-linge (Gratuit) dans le logement', 'Caméras de surveillance extérieure et/ou dans les espaces communs']",https://www.airbnb.fr/rooms/41844856?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264054_%2Bkz4RwdgD3%2F9l6Tf&previous_page_section_name=1000&federated_search_id=974aeaa6-6899-4172-bce4-f34a891a0a17,46.07949,-1.05857,0,01/06/2024 - 30/09/2024
Chambre dans villa 50 m de la plage,"Châtelaillon-Plage, Poitou-Charentes, France",45 € ,,374 €,"4,94 ·",Confidentialité··Conditions générales··Plan du site··Fonctionnement du site··Infos sur l'entreprise,,,,"['Wifi', 'Espace de travail dédié', 'Parking gratuit sur place', 'Télévision', 'Arrière-cour', 'Sèche-cheveux', 'Petit déjeuner']",https://www.airbnb.fr/rooms/7173581?category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=50483086&check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264054_uCzsDiEw8sfVGNMd&previous_page_section_name=1000&federated_search_id=974aeaa6-6899-4172-bce4-f34a891a0a17,46.08192,-1.09586,0,01/06/2024 - 30/09/2024
Appart T3 +courette Châtelaillon,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",95 € ,,846 €,,6 voyageurs , 2 chambres , 4 lits , 1 salle de bain,"['Accès à la plage', 'Cuisine', 'Parking gratuit sur place', 'Télévision', 'Baignoire', 'Patio ou balcon\xa0: privé(e)', 'Arrière-cour privée – Clôture intégrale', 'Lit parapluie\xa0: toujours dans le logement', 'Chaise haute pliable ou transformable\xa0: toujours dans le logement', 'Réfrigérateur']",https://www.airbnb.fr/rooms/940418575016764650?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264054_1eoBPBgh3fq1Z%2Bw7&previous_page_section_name=1000&federated_search_id=974aeaa6-6899-4172-bce4-f34a891a0a17,46.0631,-1.0917,0,01/06/2024 - 30/09/2024
Maison 2/6 pers. à 250m de la mer à Chatelaillon,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",140 € ,,1 284 €,,6 voyageurs , 3 chambres , 5 lits , 1 salle de bain,"['Accès à la plage', 'Cuisine', 'Wifi', 'Parking gratuit sur place', 'Télévision', 'Lave-linge', 'Sèche-cheveux', 'Réfrigérateur']",https://www.airbnb.fr/rooms/42766662?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264054_9E7xwZ2PExnn5T8s&previous_page_section_name=1000&federated_search_id=974aeaa6-6899-4172-bce4-f34a891a0a17,46.0714,-1.0879,50,01/06/2024 - 30/09/2024
Appartement bord mer,"Yves, Nouvelle-Aquitaine, France",97 € ,,863 €,"4,77 ·",4 voyageurs , 2 chambres , 3 lits , 1 salle de bain,"['Accès à la plage', 'Cuisine', 'Parking gratuit sur place', 'Animaux acceptés', 'Télévision', 'Lave-linge (Gratuit) dans le logement', 'Patio ou balcon\xa0: privé(e)', 'Arrière-cour', 'Lit pour bébé']",https://www.airbnb.fr/rooms/785535390985796569?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264054_ZRjKtqonJ%2FhCErlJ&previous_page_section_name=1000&federated_search_id=974aeaa6-6899-4172-bce4-f34a891a0a17,46.0541,-1.0784,0,01/06/2024 - 30/09/2024
Bel appartement au coeur de Fouras.,"Fouras, Nouvelle-Aquitaine, France",110 €,99 € ,891 €,,5 voyageurs , 2 chambres , 3 lits , 1 salle de bain,"['Accès plage ou bord de mer', 'Cuisine', 'Wifi', 'Parking gratuit dans la rue', 'Télévision', 'Lave-linge (Gratuit) dans le logement', 'Patio ou balcon\xa0: privé(e)', 'Livres et jouets pour enfants', 'Sèche-cheveux', 'Réfrigérateur']",https://www.airbnb.fr/rooms/18608333?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264365_8v7HgtpRvgYw8dNC&previous_page_section_name=1000&federated_search_id=54111be3-71e2-4695-aa04-52dc6e0c210a,45.98727,-1.09347,6,01/06/2024 - 30/09/2024
Studette 13 m2 très proche de La Rochelle,"Puilboreau, Nouvelle-Aquitaine, France",37 €,33 € ,283 €,"4,89 ·",2 voyageurs , Studio , 1 lit , 1 salle de bain,"['Wifi', 'Allée de stationnement gratuite sur place\xa0: 1\xa0place', 'Télévision', 'Arrière-cour privée – Clôture partielle', 'Réfrigérateur', 'Four à micro-ondes', 'Séjours longue durée autorisés']",https://www.airbnb.fr/rooms/17920902?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264366_zd3G1%2BkOzQZp2QNE&previous_page_section_name=1000&federated_search_id=54111be3-71e2-4695-aa04-52dc6e0c210a,46.18366,-1.11581,25,01/06/2024 - 30/09/2024
STUDIO CHATELAILLON-PLAGE,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",51 € ,,437 €,,2 voyageurs , Studio , 1 lit , 1 salle de bain,"['Cuisine', 'Wifi', 'Parking gratuit sur place', 'Télévision', 'Lave-linge (Gratuit) dans le logement', 'Arrière-cour', 'Sèche-cheveux', 'Réfrigérateur', 'Four à micro-ondes']",https://www.airbnb.fr/rooms/37208697?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264366_gTniurlgJ%2FQbN%2B%2B0&previous_page_section_name=1000&federated_search_id=54111be3-71e2-4695-aa04-52dc6e0c210a,46.05841,-1.08352,90,01/06/2024 - 30/09/2024
"Grand appartement,  lumineux, hyper centre ville.","Rochefort, Nouvelle-Aquitaine, France",45 €,41 € ,359 €,,4 voyageurs , 1 chambre , 2 lits , 1 salle de bain,"['Cuisine', 'Wifi', 'Espace de travail dédié', 'Parking gratuit sur place', 'Animaux acceptés', 'Télévision', 'Lave-linge', 'Lit pour bébé', 'Sèche-cheveux']",https://www.airbnb.fr/rooms/48106472?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264366_vqB4SJp7o%2BZUKsuo&previous_page_section_name=1000&federated_search_id=54111be3-71e2-4695-aa04-52dc6e0c210a,45.93877,-0.96867,0,01/06/2024 - 30/09/2024
Charmante location de vacances à 5km de Fouras,"Saint-Laurent-de-la-Prée, Nouvelle-Aquitaine, France",57 €,51 € ,462 €,,4 voyageurs , 2 chambres , 3 lits , 1 salle de bain,"['Cuisine', 'Parking gratuit sur place', 'Télévision', 'Lave-linge', 'Climatisation', 'Lit pour bébé', 'Lit parapluie', 'Livres et jouets pour enfants', 'Chaise haute pliable ou transformable']",https://www.airbnb.fr/rooms/36513343?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264366_25%2F1O57qk9GHAnLE&previous_page_section_name=1000&federated_search_id=54111be3-71e2-4695-aa04-52dc6e0c210a,45.98284,-1.04158,0,01/06/2024 - 30/09/2024
"Studio avec patio ,calme proche  mer","Angoulins, Nouvelle-Aquitaine, France",49 € ,,444 €,,2 voyageurs , 1 chambre , 1 lit , 1 salle de bain,"['Cuisine', 'Wifi', 'Espace de travail dédié', 'Parking gratuit sur place', 'Télévision', 'Patio ou balcon\xa0: privé(e)', 'Dépôt de bagages autorisé', 'Sèche-cheveux', 'Réfrigérateur']",https://www.airbnb.fr/rooms/52064058?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264366_IfzGipM0QnqLJXAA&previous_page_section_name=1000&federated_search_id=54111be3-71e2-4695-aa04-52dc6e0c210a,46.11014,-1.10895,0,01/06/2024 - 30/09/2024
Maison de vacances en front de mer - Chatelaillon,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",122 € ,,1 169 €,,5 voyageurs , 1 chambre , 2 lits , 1 salle de bain,"['Vue sur la baie', 'Accès plage ou bord de mer\xa0: Public ou partagé', 'Cuisine', 'Wifi', 'Espace de travail dédié', 'Parking gratuit dans la rue', 'Télévision', 'Livres et jouets pour enfants de Entre 2 et 5\xa0ans, Entre 5 et 10\xa0ans et Plus de 10\xa0ans']",https://www.airbnb.fr/rooms/608458361945360077?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264366_2xhAAWpbnHQxBDDJ&previous_page_section_name=1000&federated_search_id=54111be3-71e2-4695-aa04-52dc6e0c210a,46.0523,-1.08434,0,01/06/2024 - 30/09/2024
Maison individuelle bord de mer,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",165 € ,,1 384 €,,5 voyageurs , 3 chambres , 3 lits , 1 salle de bain,"['Accès plage\xa0: Public ou partagé', 'Cuisine', 'Wifi', 'Espace de travail dédié', 'Allée de stationnement gratuite sur place\xa0: 2\xa0places', ""Jacuzzi privé\xa0: disponible toute l'année, ouverture 24h/24"", 'TV 32""', 'Lave-linge (Gratuit) dans le logement', 'Climatisation\xa0: système split sans évacuation']",https://www.airbnb.fr/rooms/870952419666965122?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264366_jhKPVOAxH1GWSPA4&previous_page_section_name=1000&federated_search_id=54111be3-71e2-4695-aa04-52dc6e0c210a,46.0659,-1.0811,0,01/06/2024 - 30/09/2024
VILLA SPACIEUSE ET LUMINEUSE A 100M DE L'OCEAN,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",337 € ,,2 793 €,"5,0 ·",8 voyageurs , 4 chambres , 5 lits , 3 salles de bain,"['Accès plage\xa0: Public ou partagé', 'Cuisine', 'Espace de travail dédié', 'Allée de stationnement gratuite sur place\xa0: 4\xa0places', 'Télévision', 'Lave-linge', 'Sèche-linge (Gratuit) dans le logement', 'Baignoire', 'Patio ou balcon\xa0: privé(e)']",https://www.airbnb.fr/rooms/627210127826965475?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264366_xtbfzx6GZK9tqLCh&previous_page_section_name=1000&federated_search_id=54111be3-71e2-4695-aa04-52dc6e0c210a,46.0582,-1.0859,30,01/06/2024 - 30/09/2024
Charmant Appartement 2 à 4p. La Rochelle - Minimes,"La Rochelle, Nouvelle-Aquitaine, France",79 €,70 € ,596 €,"4,86 ·",4 voyageurs , 1 chambre , 2 lits , 1 salle de bain,"['Accès plage ou bord de mer\xa0: Public ou partagé', 'Cuisine', 'Wifi', 'Stationnement gratuit dans un garage sur place\xa0: 1\xa0place', 'TV HD 26""', 'Ascenseur', 'Lave-linge', 'Climatiseur portable', 'Patio ou balcon\xa0: privé(e)', 'Lit parapluie\xa0: disponible sur demande']",https://www.airbnb.fr/rooms/920070030122758134?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264366_K74C5hi1OgPsQgS0&previous_page_section_name=1000&federated_search_id=54111be3-71e2-4695-aa04-52dc6e0c210a,46.1415,-1.1621,12,01/06/2024 - 30/09/2024
Superbe maison avec belle terrasse - La Rochelle,"La Rochelle, Nouvelle-Aquitaine, France",212 € ,,1 712 €,,6 voyageurs , 3 chambres , 4 lits , 1 salle de bain,"['Cuisine', 'Wifi', 'Parking gratuit sur place', 'TV avec abonnement standard au câble', 'Lave-linge', 'Sèche-linge', 'Baignoire', 'Arrière-cour', 'Lit pour bébé']",https://www.airbnb.fr/rooms/614995477431288518?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264366_VRjTnxVnwOmpxD17&previous_page_section_name=1000&federated_search_id=54111be3-71e2-4695-aa04-52dc6e0c210a,46.17294,-1.15048,0,01/06/2024 - 30/09/2024
Maison d'architecte,"Fouras, Nouvelle-Aquitaine, France",241 € ,,2 168 €,"5,0 ·",8 voyageurs , 4 chambres , 4 lits , 2 salles de bain,"['Vue sur le jardin', 'Cuisine', 'Wifi', 'Espace de travail dédié', 'Parking gratuit sur place', 'Animaux acceptés', 'Télévision', 'Lave-linge', 'Patio ou balcon\xa0: privé(e)']",https://www.airbnb.fr/rooms/806131773355132139?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264366_lmdmXq1fgf7yLRHG&previous_page_section_name=1000&federated_search_id=54111be3-71e2-4695-aa04-52dc6e0c210a,45.9848,-1.0843,0,01/06/2024 - 30/09/2024
Très bel appart  avec terrasse - 2 chambres,"La Rochelle, Poitou-Charentes, France",110 €,99 € ,822 €,"4,94 ·",4 voyageurs , 2 chambres , 2 lits , 1 salle de bain,"['Cuisine', 'Wifi', 'Parking gratuit sur place', 'Télévision', 'Ascenseur', 'Lave-linge', 'Patio ou balcon\xa0: privé(e)', 'Dépôt de bagages autorisé', 'Chaise haute pliable ou transformable\xa0: disponible sur demande']",https://www.airbnb.fr/rooms/7623227?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264366_Ij52Muorjt9wESUF&previous_page_section_name=1000&federated_search_id=54111be3-71e2-4695-aa04-52dc6e0c210a,46.16412,-1.12835,2,01/06/2024 - 30/09/2024
Maison face à la mer classée 3*,"Port-des-Barques, Nouvelle-Aquitaine, France",200 € ,,1 729 €,,5 voyageurs , 3 chambres , 3 lits , 2 salles de bain,"[""Vue sur l'océan"", 'Vue sur la mer', 'Accès plage ou bord de mer', 'Cuisine', 'Wifi', 'Parking gratuit sur place', 'Télévision', 'Lave-linge (Gratuit) dans le logement']",https://www.airbnb.fr/rooms/42986377?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264366_QV%2BA0H4OYd2%2BANnj&previous_page_section_name=1000&federated_search_id=54111be3-71e2-4695-aa04-52dc6e0c210a,45.941,-1.0894,0,01/06/2024 - 30/09/2024
L'oic,"Saint-Christophe, Poitou-Charentes, France",58 € ,,487 €,"4,92 ·",3 voyageurs , Studio , 2 lits , 1 salle de bain,"['Vue sur le jardin', 'Vue sur la cour', 'Cuisine', 'Wifi', 'Parking gratuit sur place', 'Piscine Privé', 'TV avec abonnement standard au câble', 'Lave-linge', 'Climatisation centrale', 'Patio ou balcon\xa0: privé(e)']",https://www.airbnb.fr/rooms/6394294?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264366_Rxm3tv434t4y1k38&previous_page_section_name=1000&federated_search_id=54111be3-71e2-4695-aa04-52dc6e0c210a,46.12542,-0.97825,1,01/06/2024 - 30/09/2024
"Charmante maison plein pieds, 250 m Mer","Châtelaillon-Plage, Nouvelle-Aquitaine, France",106 € ,,901 €,,6 voyageurs , 2 chambres , 4 lits , 1 salle de bain,"['Cuisine', 'Télévision', 'Lave-linge']",https://www.airbnb.fr/rooms/661401611835294479?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264366_htN0f88wiNbZNy0J&previous_page_section_name=1000&federated_search_id=54111be3-71e2-4695-aa04-52dc6e0c210a,46.0651,-1.0896,0,01/06/2024 - 30/09/2024
Cottage chaleureux à la campagne proche de l’océan,"Salles-sur-Mer, Nouvelle-Aquitaine, France",140 €,126 € ,1 038 €,,6 voyageurs , 3 chambres , 4 lits , 1 salle de bain,"['Vue sur le jardin', 'Vue sur la cour', 'Accès plage\xa0: Public ou partagé', 'Cuisine', 'Wifi', 'Espace de travail dédié', 'Parking gratuit sur place', 'Télévision', 'Station de recharge pour véhicules électriques', 'Lave-linge (Gratuit) dans le logement']",https://www.airbnb.fr/rooms/751487418934647650?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264366_oe8%2BHPT87%2BuKW1M1&previous_page_section_name=1000&federated_search_id=54111be3-71e2-4695-aa04-52dc6e0c210a,46.0975,-1.061,0,01/06/2024 - 30/09/2024
échoppe avec jardin centre ville,"La Rochelle, Poitou-Charentes, France",182 €,164 € ,1 353 €,"4,95 ·",8 voyageurs , 4 chambres , 5 lits , 2 salles de bain,"['Cuisine', 'Wifi', 'Espace de travail dédié', 'Parking gratuit sur place', 'Télévision', 'Lave-linge (Gratuit) dans le logement', 'Sèche-linge', 'Baignoire', 'Patio ou balcon\xa0: privé(e)']",https://www.airbnb.fr/rooms/10484131?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264366_K%2F5612Q9%2ByBaWqwI&previous_page_section_name=1000&federated_search_id=54111be3-71e2-4695-aa04-52dc6e0c210a,46.17055,-1.15843,9,01/06/2024 - 30/09/2024
Le baleineau,"Aytré, Nouvelle-Aquitaine, France",80 €,71 € ,639 €,,4 voyageurs , 1 chambre , 2 lits , 1 salle de bain,"['Cuisine', 'Wifi', 'Espace de travail dédié', 'Parking gratuit sur place', 'TV HD 30"" avec abonnement standard au câble', 'Lave-linge (Gratuit) dans le logement', 'Patio ou balcon\xa0: privé(e)', 'Lit parapluie', 'Sèche-cheveux']",https://www.airbnb.fr/rooms/663669847830844974?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264691_20u15uIR%2BVZETIBi&previous_page_section_name=1000&federated_search_id=33c3d383-8edb-48b0-bcf3-6501233105da,46.131,-1.1092,18,01/06/2024 - 30/09/2024
Maisonnette à Yves,"Yves, Nouvelle-Aquitaine, France",76 € ,,686 €,,4 voyageurs , Studio , 2 lits , 1 salle de bain,"['Accès plage\xa0: Public ou partagé', 'Wifi', 'Parking gratuit dans la rue', 'Animaux acceptés', 'TV HD 40"" avec Chromecast, Netflix', 'Lave-linge', 'Four à micro-ondes', 'Séjours longue durée autorisés']",https://www.airbnb.fr/rooms/50519965?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264691_h%2B52I8zZNAs%2FVPXY&previous_page_section_name=1000&federated_search_id=33c3d383-8edb-48b0-bcf3-6501233105da,46.05671,-1.07086,30,01/06/2024 - 30/09/2024
Appartement de vacances entre mer et campagne,"Port-des-Barques, Nouvelle-Aquitaine, France",50 €,40 € ,342 €,"4,91 ·",2 voyageurs , 1 chambre , 1 lit , 1 salle de bain,"['Cuisine', 'Wifi', 'Parking gratuit sur place', 'Télévision', 'Arrière-cour', 'Sèche-cheveux', 'Réfrigérateur', 'Four à micro-ondes']",https://www.airbnb.fr/rooms/41660671?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264691_tRYgiUl%2BDlWMxdM8&previous_page_section_name=1000&federated_search_id=33c3d383-8edb-48b0-bcf3-6501233105da,45.94481,-1.05863,0,01/06/2024 - 30/09/2024
"Maison 4* tout confort, au calme","Yves, Nouvelle-Aquitaine, France",140 € ,,1 269 €,,4 voyageurs , 2 chambres , 3 lits , 1 salle de bain,"['Vue sur le jardin', 'Vue sur la rivière', 'Cuisine', 'Wifi', 'Espace de travail dédié', 'Allée de stationnement gratuite sur place\xa0: 2\xa0places', 'TV HD 43"" avec Chromecast', 'Station de recharge pour véhicules électriques', 'Lave-linge (Gratuit) dans le logement', 'Sèche-linge (Gratuit) dans le logement']",https://www.airbnb.fr/rooms/634809157642319431?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264691_NGfW2s4PA9UZ6rf4&previous_page_section_name=1000&federated_search_id=33c3d383-8edb-48b0-bcf3-6501233105da,46.04191,-1.04058,13,01/06/2024 - 30/09/2024
"LA CARAVELLE 4 
APPARTEMENT
CENTRE CHATELAILLON","Châtelaillon-Plage, Nouvelle-Aquitaine, France",90 € ,,749 €,"4,67 ·",2 voyageurs , 1 chambre , 1 lit , 1 salle de bain,"['Wifi', 'Animaux acceptés', 'TV HD', 'Lave-linge (Gratuit) dans le logement', 'Logement fumeur']",https://www.airbnb.fr/rooms/672525789088786035?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264691_OsAHY9%2B9U0Okiwxp&previous_page_section_name=1000&federated_search_id=33c3d383-8edb-48b0-bcf3-6501233105da,46.0734,-1.0908,0,01/06/2024 - 30/09/2024
Appartement plain pied à 200m de la mer.,"Yves, Nouvelle-Aquitaine, France",60 € ,,549 €,,5 voyageurs , 1 chambre , 4 lits , 1 salle de bain,"['Accès plage ou bord de mer', 'Cuisine', 'Wifi', 'Parking gratuit dans la rue', 'Télévision', 'Lave-linge', 'Patio ou balcon\xa0: privé(e)', 'Dépôt de bagages autorisé', 'Lit pour bébé']",https://www.airbnb.fr/rooms/48462932?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264691_yKU9D73yqxkguKo8&previous_page_section_name=1000&federated_search_id=33c3d383-8edb-48b0-bcf3-6501233105da,46.05465,-1.0788,18,01/06/2024 - 30/09/2024
"T2 45m²  3 *, 80m de la plage","Châtelaillon-Plage, Nouvelle-Aquitaine, France",75 € ,,643 €,,4 voyageurs , 1 chambre , 2 lits , 1 salle de bain,"['Cuisine', 'Wifi', 'Télévision', 'Lave-linge', 'Sèche-cheveux']",https://www.airbnb.fr/rooms/865292255428708561?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264691_gX78umUQbqELvQzC&previous_page_section_name=1000&federated_search_id=33c3d383-8edb-48b0-bcf3-6501233105da,46.073,-1.0916,0,01/06/2024 - 30/09/2024
Logement à deux pas de la mer,"Angoulins, Nouvelle-Aquitaine, France",56 € ,,492 €,"5,0 ·",2 voyageurs , 1 chambre , 1 lit , 1 salle de bain,"['Vue sur le jardin', 'Accès plage ou bord de mer\xa0: Public ou partagé', 'Cuisine', 'Wifi', 'Parking gratuit sur place', 'Télévision', 'Climatisation\xa0: système split sans évacuation', 'Réfrigérateur', 'Four à micro-ondes']",https://www.airbnb.fr/rooms/891175090545207326?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264691_KVs5%2FMlhjotoQmPA&previous_page_section_name=1000&federated_search_id=33c3d383-8edb-48b0-bcf3-6501233105da,46.10514,-1.10243,0,01/06/2024 - 30/09/2024
"Le Colibri ""meublé tourisme 3 étoiles""","Port-des-Barques, Nouvelle-Aquitaine, France",67 €,60 € ,514 €,"5,0 ·",4 voyageurs , 1 chambre , 2 lits , 1 salle de bain,"['Vue sur le jardin', 'Cuisine', 'Wifi', 'Parking gratuit sur place', 'Télévision', 'Lave-linge', 'Arrière-cour privée – Clôture intégrale', 'Dépôt de bagages autorisé', 'Livres et jouets pour enfants']",https://www.airbnb.fr/rooms/908316137009263551?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264691_iI6KNs8Uj6r12Esw&previous_page_section_name=1000&federated_search_id=33c3d383-8edb-48b0-bcf3-6501233105da,45.9461,-1.0627,0,01/06/2024 - 30/09/2024
